ExperimentDate,ExperimentTime,ExperimentTimeFraction,timeStamp,experimentId,activityTypeId,subjectId,deviceId,x,y,z,aX,aY,aZ,qW,qX,qY,qZ,lat,lon,speed,tag,alt,incl,counter
4/20/2017 12:00:00 AM,23:16:27,239588600,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10101Illumiski,-165.625564575195,-3.78460001945496,-165.625564575195,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Rightfoot,2519,0,5645973
4/20/2017 12:00:00 AM,23:16:27,274121300,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10161Illumiski,-165.693420410156,-5.85285997390747,-165.693420410156,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Leftfoot,2519,0,5645975
4/20/2017 12:00:00 AM,23:16:27,275589700,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10101Illumiski,-165.607376098633,-3.87869191169739,-165.607376098633,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Rightfoot,2519,0,5645976
4/20/2017 12:00:00 AM,23:16:27,310588000,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10161Illumiski,-165.791534423828,-5.79001379013062,-165.791534423828,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Leftfoot,2519,0,5645979
4/20/2017 12:00:00 AM,23:16:27,312588500,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10101Illumiski,-165.716644287109,-3.82953143119812,-165.716644287109,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Rightfoot,2519,0,5645980
4/20/2017 12:00:00 AM,23:16:27,348088000,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10161Illumiski,-165.716323852539,-5.52950620651245,-165.716323852539,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Leftfoot,2519,0,5645982
4/20/2017 12:00:00 AM,23:16:27,352087800,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10101Illumiski,-165.702728271484,-3.8751802444458,-165.702728271484,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Rightfoot,2519,0,5645983
4/20/2017 12:00:00 AM,23:16:27,385588900,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10161Illumiski,-165.875869750977,-5.88037824630737,-165.875869750977,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Leftfoot,2519,0,5645985
4/20/2017 12:00:00 AM,23:16:27,388087900,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10101Illumiski,-165.63020324707,-3.79762625694275,-165.63020324707,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Rightfoot,2519,0,5645986
4/20/2017 12:00:00 AM,23:16:27,424588400,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10161Illumiski,-165.878036499023,-5.61260223388672,-165.878036499023,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Leftfoot,2519,0,5645988
4/20/2017 12:00:00 AM,23:16:27,426092400,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10101Illumiski,-165.658843994141,-3.91688847541809,-165.658843994141,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Rightfoot,2519,0,5645989
4/20/2017 12:00:00 AM,23:16:28,711086400,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10101Illumiski,-165.662521362305,-3.8361234664917,-165.662521362305,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Rightfoot,2519,0,5645991
4/20/2017 12:00:00 AM,23:16:28,711086400,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10161Illumiski,-165.732574462891,-5.56264877319336,-165.732574462891,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Leftfoot,2519,0,5645993
4/20/2017 12:00:00 AM,23:16:28,712591800,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10101Illumiski,-165.693832397461,-3.77317070960999,-165.693832397461,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Rightfoot,2519,0,5645994
4/20/2017 12:00:00 AM,23:16:28,712591800,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10161Illumiski,-165.823791503906,-5.68855285644531,-165.823791503906,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Leftfoot,2519,0,5645995
4/20/2017 12:00:00 AM,23:16:28,713091300,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10101Illumiski,-165.645034790039,-3.92430210113525,-165.645034790039,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Rightfoot,2519,0,5645996
4/20/2017 12:00:00 AM,23:16:28,717089000,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10101Illumiski,-165.686920166016,-3.88189506530762,-165.686920166016,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Rightfoot,2519,0,5645998
4/20/2017 12:00:00 AM,23:16:28,717089000,4/20/2017 11:16:27 PM -06:00,32,1,b65eb234-3a7a-4706-8c9c-8ae6d27179ae,Sensorkit10161Illumiski,-165.801834106445,-5.207444190979,-165.801834106445,0,0,0,0,0,0,0,40.5824699401855,-111.653617858887,0.0686653628945351,Leftfoot,2519,0,5645999
